File,chapter,location,tier,weaploc1,weapon1,weaploc2,weapon2,weaploc3,weapon3,weaploc4,weapon4,weaploc5,weapon5,weaploc6,weapon6,class,classtype,outputchapter,weapontype
\zmap\bmap0405\dispos_h.bin,4b,11534,3,11117,IID_SHINE,11063,IID_REBLOW,11509,IID_UNLOCK,11293,IID_SLEEP,,,,,BISHOP_SP,H,4_4,M
\zmap\bmap0405\dispos_h.bin,4b,11548,3,11277,IID_SILVERSWORD,10812,IID_SILVERBLADE,10825,IID_STEELBLADE,,,,,,,BLADEDUX_SP,A,4_4,S
\zmap\bmap0405\dispos_h.bin,4b,11616,3,10950,IID_GIGAFIRE,11042,IID_METEOR,,,,,,,,,FIRESAGE_SP,M,4_4,F
\zmap\bmap0405\dispos_h.bin,4b,11645,3,11303,IID_SLENDERSPEAR,11261,IID_SILVERSPEAR,11017,IID_KILLERLANCE,11379,IID_STEELLANCE,10839,IID_STEELSPEAR,,,GLORYDUX_SP,A,4_4,L
\zmap\bmap0405\dispos_h.bin,4b,11661,3,11167,IID_SILVERAXE,11243,IID_SILVERPOLEAXE,10992,IID_HAMMER,11127,IID_SHORTAXE,10855,IID_STEELPOLEAXE,,,GREATDUX_SP,A,4_4,A
\zmap\bmap0405\dispos_h.bin,4b,11677,3,11428,IID_STEELSPEAR,11227,IID_SILVERLANCE,11140,IID_SHORTSPEAR,11033,IID_SLENDERSPEAR,,,,,HALBERDIER_SP,I,4_4,L
\zmap\bmap0405\dispos_h.bin,4b,11783,3,11335,IID_STEELBOW,11394,IID_STEELLONGBOW,11197,IID_SILVERBOW,,,,,,,SNIPER_SP,I,4_4,B
\zmap\bmap0405\dispos_h.bin,4b,11797,3,11181,IID_SILVERBLADE,11320,IID_STEELBLADE,10933,IID_ENLILSWORD/D,11443,IID_STEELSWORD,11053,IID_SILVERSWORD,,,SWORDMASTER_SP,I,4_4,S
\zmap\bmap0405\dispos_h.bin,4b,11816,3,10963,IID_GIGATHUNDER,,,,,,,,,,,THUNDERSAGE_SP,M,4_4,T
\zmap\bmap0405\dispos_h.bin,4b,11870,3,11458,IID_TAKHSH,11411,IID_STEELPOLEAXE,10884,IID_CROSSBOW,,,,,,,WARRIOR_SP,I,4_4,A
\zmap\bmap0405\dispos_h.bin,4b,11898,3,10979,IID_GIGAWIND,,,,,,,,,,,WINDSAGE_SP,M,4_4,W
\zmap\bmap0406\dispos_h.bin,4b,14385,3,14173,IID_HERB,,,,,,,,,,,CAT,L,4_5,X
\zmap\bmap0406\dispos_h.bin,4b,14393,3,14189,IID_HERB,,,,,,,,,,,CROW,L,4_5,X
\zmap\bmap0406\dispos_h.bin,4b,14466,3,14206,IID_HERB,,,,,,,,,,,HAWK,L,4_5,X
\zmap\bmap0406\dispos_h.bin,4b,14514,3,14221,IID_HERB,,,,,,,,,,,REDDRAGON,L,4_5,X
\zmap\bmap0406\dispos_h.bin,4b,14575,3,14238,IID_HERB,,,,,,,,,,,TIGER,L,4_5,X
\zmap\bmap0407a\dispos_h.bin,T,9743,3,9421,IID_SHINE,9586,IID_SLEEP,9307,IID_REBLOW,,,,,,,BISHOP_SP,H,4_Ea,M
\zmap\bmap0407a\dispos_h.bin,T,9757,3,9140,IID_ENLILSWORD,9472,IID_SILVERBLADE,9570,IID_SILVERSWORD,9622,IID_STORMSWORD,9038,IID_BRAVESWORD,,,BLADEDUX_SP,A,4_Ea,S
\zmap\bmap0407a\dispos_h.bin,T,9832,3,9155,IID_GIGAFIRE,8998,IID_BOLGANONE,,,,,,,,,FIRESAGE_SP,M,4_Ea,F
\zmap\bmap0407a\dispos_h.bin,T,9848,3,9554,IID_SILVERSPEAR,9502,IID_SILVERLANCE,9431,IID_SHORTSPEAR,,,,,,,GLORYDUX_SP,A,4_Ea,L
\zmap\bmap0407a\dispos_h.bin,T,9881,3,9675,IID_TOMAHAWK,9536,IID_SILVERPOLEAXE,9458,IID_SILVERAXE,9012,IID_BRAVEAXE,,,,,GREATDUX_SP,A,4_Ea,A
\zmap\bmap0407a\dispos_h.bin,T,10064,3,9727,IID_VALFLECHE/D,9488,IID_SILVERBOW,,,,,,,,,SNIPER_SP,I,4_Ea,B
\zmap\bmap0407a\dispos_h.bin,T,10096,3,9168,IID_GIGATHUNDER,9647,IID_THORON,9658,IID_THUNDERSTORM,,,,,,,THUNDERSAGE_SP,M,4_Ea,T
\zmap\bmap0407a\dispos_h.bin,T,10128,3,9184,IID_GIGAWIND,8985,IID_BLIZZARD,,,,,,,,,WINDSAGE_SP,M,4_Ea,W
\zmap\bmap0407b\dispos_h.bin,T,9903,3,9481,IID_REBLOW,,,,,,,,,,,BISHOP_SP,H,4_Eb,H
\zmap\bmap0407b\dispos_h.bin,T,9917,3,9773,IID_SILVERSWORD,,,,,,,,,,,BLADEDUX_SP,A,4_Eb,S
\zmap\bmap0407b\dispos_h.bin,T,10019,3,9801,IID_SILVERLANCE,9811,IID_STEELSPEAR,9824,IID_SHORTSPEAR,,,,,,,GLORYDUX_SP,A,4_Eb,L
\zmap\bmap0407b\dispos_h.bin,T,10035,3,9834,IID_SILVERAXE,9849,IID_STEELPOLEAXE,9863,IID_SHORTAXE,,,,,,,GREATDUX_SP,A,4_Eb,A
\zmap\bmap0407b\dispos_h.bin,T,10051,3,9758,IID_STEELSPEAR,9642,IID_SILVERLANCE,9583,IID_SHORTSPEAR,9694,IID_SILVERSPEAR,,,,,HALBERDIER_SP,I,4_Eb,L
\zmap\bmap0407b\dispos_h.bin,T,10223,3,9628,IID_SILVERBOW,,,,,,,,,,,SNIPER_SP,I,4_Eb,B
\zmap\bmap0407b\dispos_h.bin,T,10255,3,9726,IID_STEELBLADE,9710,IID_SILVERSWORD,9158,IID_WATOU,9612,IID_SILVERBLADE,9786,IID_STORMSWORD,9873,IID_WINDSWORD,SWORDMASTER_SP,I,4_Eb,S
\zmap\bmap0407b\dispos_h.bin,T,10287,3,9741,IID_STEELPOLEAXE,9570,IID_SHORTAXE,9598,IID_SILVERAXE,9676,IID_SILVERPOLEAXE,,,,,WARRIOR_SP,I,4_Eb,A
\zmap\bmap0407c\dispos_h.bin,T,8145,3,8048,IID_OLIVI,,,,,,,,,,,DRAGONTRIBE_R,L,4_Ec,X
\zmap\bmap0407c\dispos_h.bin,T,8183,3,8058,IID_OLIVI,,,,,,,,,,,DRAGONTRIBE_W,L,4_Ec,X
\zmap\bmap0407c\dispos_h.bin,T,8300,3,8073,IID_HERB,,,,,,,,,,,REDDRAGON,L,4_Ec,X
\zmap\bmap0407c\dispos_h.bin,T,8415,3,8087,IID_HERB,,,,,,,,,,,WHITEDRAGON,L,4_Ec,X
\zmap\bmap0407d\dispos_h.bin,T,6722,3,5967,IID_FIRETAIL,,,,,,,,,,,SPIRIT_F,M,4_Ed,F
\zmap\bmap0407d\dispos_h.bin,T,6735,3,6393,IID_THUNDERTAIL,,,,,,,,,,,SPIRIT_S,M,4_Ed,T
\zmap\bmap0407d\dispos_h.bin,T,6748,3,6461,IID_WINDTAIL,,,,,,,,,,,SPIRIT_W,M,4_Ed,W
\zmap\bmap0407e\dispos_h.bin,T,5779,3,4950,IID_FIRETAIL,,,,,,,,,,,SPIRIT_F,M,4_Ee,F
\zmap\bmap0407e\dispos_h.bin,T,5792,3,5412,IID_THUNDERTAIL,,,,,,,,,,,SPIRIT_S,M,4_Ee,T
\zmap\bmap0407e\dispos_h.bin,T,5805,3,5492,IID_WINDTAIL,,,,,,,,,,,SPIRIT_W,M,4_Ee,W
